start	end	text
5422957	5423117	Ms.
5423157	5423497	Johnson.
5423778	5424178	Thank you.
5424198	5427642	There's a couple of external factors that play into that.
5427993	5434926	quite naturally when we look at the central business district and the occupancy rate and the lack of people commuting in.
5435427	5447309	It's important to keep in mind that there was, I'm forgetting the name, but the city and county of Denver did the report relative to the usage rate in looking at the occupancy levels.
5447570	5451537	But more specifically, what's important to note is that
5451517	5456726	there hasn't been the level of bounce back relative to this central business district.
5457949	5468388	I believe the last time I looked at stats, city and county at Denver was in the bottom three out of out of 50 major cities.
5468828	5472495	And then as we know, the state of Colorado is the number
5474078	5478923	is the third state relative to remote work and then City of Boulder is number one.
5479344	5487092	While I factor that in, we don't have the same operating environment that we did in 2019 or prior to the pandemic.
5487452	5496882	How do we get back to the transit usage that we had before?
5497563	5501487	I think there's so many extenuating factors going forward
5501838	5525374	relative to how we're delivering the service, but also having the vehicle capacity, the people power, and the reliability aspect, which bring us full circle to state of good repair and the other aspects that have caused people to shy away from utilizing our network because we were sacrificing one element for something else relative to delivery.
5525894	5528959	And I bring that up because as we talk about the people power,
5529260	5553588	we clearly saw that our operating workforce was decreasing in 2016 as it was across the country, but more specifically, having other ancillary services that were readily available where people whereby were working extra shifts and then we didn't have enough people for daily pullout on those other routes.
5554009	5557613	And so I'm providing that context to say
5557930	5577930	to get back, there are certain things that the agency can surely do, but to get back to those numbers within the period of time that you specify would be very challenging just because of the different operating characteristics that have been altered by factors that are no fault of this agency's.
5580020	5580440	Thanks, sir.
5580480	5583864	So I have a question for legal.
5585285	5595475	So recognizing this has to be submitted shortly, I want to be careful of my words.
5597297	5608187	Can we make significant changes at this juncture after all of the public comment process or
5608741	5613908	Is that something that we, I guess, I don't know if it's a yes, no, or a gray area.
5613988	5616131	And I wanted to get a bit of feedback on that.
5616591	5621217	Now, to disparage the motion, I just also want to understand the potential legal implications.
5626324	5628687	I will address that question.
5629228	5631891	And then I'll ask Mr. Green to expound.
5631991	5635035	I think if anything, as we talk about public engagement,
5635606	5659386	and talk about the agencies, the perception of the agency being trustworthy, going forward and getting public engagement quite naturally and then not leveraging it for the betterment of the constituencies that we serve, I think pose a risk as it relates to the agency in reference of public perception.
5659855	5665784	There is leeway relative to the circular in light of what can be done.
5665864	5678945	We are sitting here on May 28th, recognizing that we have a new administration and that we do need to have a Title VI program that's submitted and we have been engaged on this topic since January.
5679406	5682030	That's not to negate any amendments or anything like that.
5682110	5684614	I am just trying to answer the question.
5684797	5691965	But more specifically, Mr. Green, since you are very well-versed in 4702.1B, I would yield the floor to you.
5692025	5696069	And that's the citation for the FTA circular that we're talking about.
5696509	5696690	Yes.
5696750	5698872	Thank you so much, GM CEO Johnson.
5698932	5700133	You.
5704538	5706940	Apology, the positive microphone.
5707221	5707521	Yes.
5707881	5708322	Apologies.
5708382	5712306	But to piggyback off what GM CEO Johnson has noted,
5713332	5720373	That is, I would couch that as the bigger risk is when we think about establishing policy, right?
5720433	5725047	As it relates to 4702.1B, the FTA Title VI circular.
5725432	5734847	it does call upon the agency to do a lot of outreach and public involvement to ensure that we are collecting that feedback to inform decisions.
5735408	5748790	So at the ground level, if we think about public involvement in Title VI, it's part and parcel of what the Title VI program stands for, ensuring that folks in the community are able to inform the decision, such as the policy.
5749495	5753620	So, but with respect to the circular, we can, i.e.
5753940	5757885	the board of directors could adopt a different threshold.
5757905	5771001	So for example, the one that director banker has put forth, although we received a lot of feedback indicating the 25% threshold and 36 month cumulative change, et cetera, all that's packaged in within the proposed update.
5771761	5779030	There is an exception to that within the circular where it states where the board is ultimately approving the policy.
5780917	5781318	Thank you.
5782179	5786085	Director Gysinger and then Director Larson.
5789690	5791212	Director Larson and then Harwick.
5793395	5793816	Thank you.
5795378	5810400	I guess my question is, I looked through a lot of the Title VI updates that were for service changes, this Title VI analysis that were in the
5810583	5833095	the board packet, and it seemed like most of the time we, you know, sometimes there was a little bit of disparate impact on one route or the other, but mostly it sort of ended up that in the aggregate there wasn't really much, and there were legitimate justifications for what there was on an individual basis.
5833896	5838042	I guess my, you know, my basic question is with
5838393	5846480	with regard to this update and the changes that we're proposing, are we just, I mean, is there really a problem here?
5846500	5848682	Are we just making this harder for ourselves?
5848742	5859872	Because it doesn't seem like we're trying to generally start out making service changes with an intention of causing disparate impact one place or the other.
5859933	5863716	We make them, I guess, for a variety of reasons.
5864677	5868180	And on balance, they don't really seem to
5868785	5881669	under our current setup, you know, ever, ever sort of look like they were, you know, there were somehow some, you know, bad intent or just inattention to who we're serving.
5881729	5887840	It seems like we do a lot of analysis and then basically do what we would have done anyways.
5888208	5908974	Why put sort of a greater burden, sort of regulate ourselves more than we have to, and why not just give us the freedom to operate as we would as much as we can, given that we don't, you know, it doesn't necessarily seem like it's been a problem for a long time, at least from what I could see.
5909014	5917405	I mean, there weren't that many Title VI complaints that I could, that I, in the information that was provided.
5917874	5918256	I don't know.
5919442	5922537	My basic question is why would we make things harder for ourselves?
5922898	5923140	Thanks.
5924908	5925793	Thank you, Ms.
5925833	5926315	Johnson.
5927780	5928401	Thank you very much.
5928461	5945298	The one thing I would share Director Larson, as we look at the modification that's been put forward for your consideration, like a 36 month period, as we're adding back service, there could be unforeseen consequences as we do them in a segmented fashion.
5945618	5955188	And so that's one element as a whole, because if we're making modifications going forward, there could be an adverse impact.
5955488	5957911	And so that's what I would showcase there.
5958692	5970728	Keeping in mind to the point that you raised, when we talk about the aspect of DIDB, it's what can we do as an agency to help mitigate that to your point going forward.
5970949	5980301	But it's just to ensure that we have a program whereby we are not causing undue harm to certain population segments.
5982764	5983285	Director Larson.
5985307	5993215	But it just seems like when I was reading the documents that there, we, there's always a legitimate to justification for, for everything we want to do.
5993235	6001124	Or we, you know, it's always, there's always this, we'll have a disparate impact, but we have a legitimate justification for, for doing this.
6001204	6002425	So we're, we're just going to do it.
6002966	6011955	I mean, how many times, how many times in the last however many years has it been that we did this analysis, we looked at all the service changes we wanted to do.
6012323	6016770	And we were like, okay, no, we're not going to do this list of service changes.
6016810	6023039	We're going to, you know, cross out these ones because the aggregate impact is too much.
6023640	6025843	I mean, is it, is it, is that happened?
6026043	6032733	I just didn't, from what I read in the packet, I didn't, I don't know if I caught everything, but it didn't seem like there were a lot of those.
6032994	6041807	Or is this happening kind of at an earlier stage where when Bob in service says, let's just send a bunch of buses to Cherry Hills Village, somebody says, no, no.
6042040	6046365	That's not going to work out before it even gets to this point.
6047566	6047847	You know?
6050269	6050750	I'm sorry.
6051491	6052492	Thank you for the question.
6052532	6053613	It's for me.
6053753	6059179	I've only been here for five years and I came in the height of the pandemic and we've been adding back service and not.
6059560	6069651	So that's difficult for me to answer just because we have not been in a situation whereby
6070357	6071459	It's been the opposite.
6072120	6074403	Carl, do you have anything to add?
6075004	6075405	Yeah.
6075425	6076927	I would just highlight chair bouquet.
6076947	6094153	If I may, since January 2023, there was about 270 service change recommendations that have been implemented and roughly 26, 24, 26 of those 276 were considered major service changes.
6094657	6101608	And out of that 26 to director Larson's point, there has been 13 potential disparate impacts.
6102449	6106555	And to your point, there was a substantial legitimate justification.
6106575	6116631	And going it's, I wouldn't necessarily couch it as an exercise, but I would say we were the transit equity office within within the civil rights division.
6116881	6121415	works hand in glove with Jesse Carter and his team service development.
6122177	6129861	And as we are having those conversations after the service change recommendation are put forth and we analyze it if there is a potential disparate impact.
6130212	6135922	More often than not, to your point, and to my earlier, earlier point, that Title VI is not a stopping mechanism.
6136443	6147202	And I wouldn't necessarily state that it's burdensome because it's one of our responsibilities to make sure that we are equitably distributing services across our service area.
6147863	6155376	But more often not, there is a legitimate justification to put forth the service recommendation as it is presented to the board.
6158073	6158474	Thank you.
6159576	6159837	Director.
6162021	6162121	Okay.
6162142	6168515	Uh, I had director Harwick and just as a reminder, we're currently in discussion regarding this first motion.
6168595	6173044	Just want to make sure that, um, first amendment, excuse me, first amendment.
6173064	6176572	So make sure, uh, comments are around that.
6177033	6177634	Director Harwick.
6179369	6190030	Mine will be comments about this, but also moving forward as well, because I am in support of this, this title six, not, not the amendment, just as just a straight title six.
6190050	6195741	Um, you know, I, I don't think moving, uh, from, from 10 or from.
6195721	6201028	from 10% to 20% is going to increase ridership.
6201248	6211441	I think that right now it allows our staff the ability to really center equity and effectively protect our communities.
6211521	6218269	And while I get that Broomfield feels like they want more service, I don't think this is going to get it there.
6218907	6223928	I think this is the 11th hour and I think that it's really imperative that our staff has worked extremely hard on this.
6223948	6229390	They've had to jump through a whole variety of hoops.
6230095	6255293	bunch of different board members and I think that we're here, they've done an incredible job and I think that this is, they are the subject matter experts and it's our opportunity here to put our trust in them, our belief in them and I think that we owe them that and we have been talking about this since January so we're well into four months and I think that it is key that we support this
6255273	6264211	Title six as is and we allow them to move forward and we allow them to start you know handing us off to the feds and we can move forward and That's where I'm at.
6264331	6264612	Thank you.
6264972	6274952	Thank you director any further conversation on this amendment Secretary Nicholson So this is for our deputy general counsel
6275388	6287544	If we were to pass this tonight, what's the legal risk to the agency when it comes to our federal Title VI approval as a result of this change?
6287704	6300101	Like, is this gonna have any, would this have any legal repercussions or could we just, do we feel pretty comfortable that we could do this and not have the federal government take issue with it?
6301482	6303385	In regards to the amendment secretary?
6303405	6303505	Yeah.
6306910	6307491	deputy counsel.
6311415	6311755	There we go.
6311775	6312255	Excuse me.
6312816	6314177	Uh, thank you, director Nicholson.
6314738	6316019	Um, I, I don't have concerns.
6318922	6319323	Secretary.
6321165	6321725	That is all.
6322806	6323907	Uh, yeah, treasure banker.
6325389	6333357	Um, here is where I do not understand in 2019.
6335716	6337201	We had the service.
6338506	6342902	My area, my district as many others have grown.
6342962	6346013	There's no
6347208	6355277	For example, the town of Erie, just a few years ago was 20,000, now it's 40,000, like two, three years later.
6355297	6363345	And when I met with Erie, they said, hey, we're planning going to 80,000 in just the next couple of years.
6364086	6374717	I also read in the Denver Post that the town of Erie is the 15th fastest city in the country in terms of population growth.
6375727	6391322	So my question is, is if we had the service prior to the pandemic and it was serving all of these communities, why is it so difficult to get that restored?
6395466	6396086	Just Johnson.
6399770	6402392	So thank you, Director Banker.
6404667	6424808	This, what I'm going to say goes back to the previous comments that I had before, recognizing that RTD is a regional service and the way the service was outlined for all intents and purposes was bringing individuals into the central business district.
6427270	6432936	That level of ridership isn't there and that's not to negate that there
6433844	6439258	is some elements centered on a need to move people to and fro.
6439318	6443047	Hence, that's why there was the advent of the partnership program.
6443388	6450486	And one of the reasons why Erie basically wanted to join the district because they were looking to put forward an application
6450837	6476018	for the partnership program, and I know you're just using that as an example, but just wanted to further iterate that because for all intents and purposes, as we're looking to provide mobility options, the intent behind the partnership program was more or less like a pilot in the sense that let's see how many people are utilizing this means of connection
6476656	6488651	prior to putting out a 40 foot or a 60 foot Arctic that costs more money per revenue hour and doesn't yield the same return on investment relative to the cost per boarding.
6490253	6493037	Does that help or did I complicated more?
6493077	6496661	Okay.
6496682	6497082	Thank you.
6497222	6499105	Director Guzman and then Director Geisinger.
6499846	6503791	So I would urge us to cleanly pass this through tonight.
6504191	6506494	I'm getting back to the motion before us.
6506997	6519312	I would like to ask one question, which is the 10 to 20% is still not going to prevent us from adding services.
6520293	6535232	It is simply a filter through which to look, if I understand this correctly, that we are not unintentionally harming community with protected status under the Title VI legislation,
6535634	6542843	or those that might be disproportionately burdened or impacted by their financial and economic status within the region.
6543964	6556219	The only purpose we need to pass this is because it is due, because it is the law, and it is how we ensure that we are able to receive our federal funding, which is approximately 25% of our total budget.
6557400	6560764	So I just want to make sure I understand.
6560980	6565827	what has been presented here does not tell the board no, we cannot provide transit service.
6566608	6586195	It is simply a way to look at it and say we may have an issue if it reaches a certain threshold that we need to be aware of in order to be able to approve changes in service, fair changes or other changes that would create a potential burden on specific
6587137	6590501	communities as defined within the Title VI language.
6590701	6595027	Is that correct or am I completely lost in this conversation?
6596849	6597590	Chair, are we okay for me?
6597970	6599031	Absolutely, Mr. Green.
6599051	6603136	If I'm tracking Director Guzman, I'll try to answer the question from what I hear.
6603196	6605880	And if you have any double back, then I'll respond to it.
6606500	6612047	So the current 10%, so if we think about different thresholds for DIDB,
6612770	6641983	And we are in, based off the desk audit, we're in the middle tier of having a threshold that allows us as an agency, which ultimately each service equity analysis is approved by the board of directors, where it allows us, again, to your point, when we're thinking about BIPOC or Black Indigenous people of color, for disparate impact or loan communities, for disproportionate burden, it allows us to make a well-informed, eyes-wide open decision
6642402	6646948	of better understanding of who's more likely to receive more of the impact.
6647469	6656020	And when we're thinking about service increases, we're thinking about the fair share of benefits, where if there is a service reduction, we're looking at who's more likely to receive more of the burden.
6656540	6666173	So to your point, Director Guzman, it allows us to just get a better understanding of the level of impact that we can have on a particular community.
6666594	6669237	It does not prevent us from moving forward.
6671191	6671612	Thank you.
6671632	6678953	I would just urge a no vote and let's move on to the policy.
6679856	6680317	All right.
6681139	6685993	Dr. Geisinger, I'm going to have you as our final comment on this specific amendment.
6686227	6687389	I'll be super quick.
6687409	6693637	At that last explanation that Mr. Green gave helped me in terms of just giving us a better holistic view.
6693657	6701487	But I shared Director Larson's sort of view of are we just making this harder for ourselves, creating more work?
6703230	6704051	Is that not right?
6705593	6706534	Mr. Green?
6706554	6708276	Yeah, that's a great follow up question.
6708296	6709618	I would say it
6710847	6738711	I wouldn't say it's making it harder because when we think about what we're ultimately trying to achieve and a percentage that's mathematically consistent relative to the populations that we serve, so in doing this work, given my background, right, in doing an assessment of whether if we, and that's why we didn't want to make any modifications of increasing or decreasing the major service change, we just wanted to keep it consistent, is
6738978	6750132	with doing this work, or even doing an analysis of previous run boards or equity analyses, 20% is something where you wouldn't see anything.
6751393	6762066	And that's a disservice when we think about our populations within our service area, specifically as we look at our census data where 38.1% is BIPOC, 13.1%.
6762653	6765596	or 14.1 rather for low income, right?
6765716	6769960	And then if we look at the onboard survey, 56% are considered BIPOC.
6770981	6791800	And so I say all that to say, just to wrap it up, is that 10% threshold for DINDB allows us to make an informed decision that is backed by not only our desk audit, but the years of experience and knowing, having a better understanding of ultimately what we're trying to achieve.
6794345	6794765	Thank you.
6795086	6795406	Thank you.
6795927	6797628	All right, let's do a roll call vote.
6797648	6807759	As a reminder, it is the First Amendment being introduced, as you all can see on that screen, with Director Banker as the mover and Director Pagulieri as the second.
6807859	6810541	Again, we're voting on this First Amendment.
6811342	6811923	Treasure Banker.
6812784	6813004	Yes.
6813825	6814926	Director Buzik is gone.
6814966	6816387	Director Katlin.
6818009	6819030	No.
6819050	6820271	Director Geisinger.
6822874	6822934	No.
6824348	6824729	Director.
6824849	6825169	No.
6825189	6825329	No.
6826051	6827092	No.
6827112	6827332	No.
6827413	6827753	No.
6828174	6828935	No.
6828955	6829135	No.
6829656	6829856	No.
6830637	6830838	No.
6831138	6831258	No.
6831999	6832220	No.
6833321	6833562	No.
6833622	6837628	No.
6841073	6842916	No.
6844458	6847302	No.
6848344	6850507	No.
6850708	6850848	No.
6851389	6851689	No.
6854048	6855471	I mean, yes, but the motion will fail.
6856953	6860099	And we have three to 10.
6861342	6862965	Okay.
6862985	6863466	Moving on.
6863726	6864307	Yes, Director.
6864347	6866491	I would like to withdraw the next two amendments.
6866912	6867614	Next two amendments.
6867754	6867954	Yes.
6868635	6869617	Okay.
6869637	6872142	The next two amendments have been withdrawn.
6873522	6875067	Okay, they were never introduced.
6875107	6881829	So they're not really with John, but now you would return back to the debate on the main motion, which is to approve the title six program update.
6882251	6882632	Excellent.
6883174	6884418	Back to the main motion at hand.
6885000	6885642	Director Keith.
6887174	6894424	So I contemplated a no vote out of principle on this action.
6894484	6897207	There's a few things going on.
6897247	6900412	First of all, it should never get to the last minute.
6900932	6906099	The board should never be asked to pass things because it's due in two days.
6906420	6912608	And I know there's a lot of things that go into the delay, but that's just not the right
6913077	6919510	That's not the right urgency to place on the board act.
6919810	6926884	Secondly, I don't know very much about this topic and I have sat in on two operations committee meetings.
6928327	6929550	I've talked to a bunch of people.
6929610	6932335	I've done my own research.
6932315	6937602	And I still am looking for a succinct description of the program.
6937642	6943230	I would note that there was a wonderful book written by Robert Carrow.
6943250	6944372	It's called The Power Broker.
6944612	6946855	I'm sure a lot of people in this room know it.
6947596	6954205	Talks a lot about bad policy decisions on disadvantaged communities.
6954185	6962324	and how those decisions were made and the harmful outcome of those decisions.
6963767	6968278	It is 15 pages shorter than our packet tonight.
6968731	6978289	He won the Pulitzer Prize for a 1200 page treatise on impact by public infrastructure.
6978309	6985423	I would request that when we're passing along documents as part of a packet,
6985403	6990088	it needs to have a point and it should be summarized from the committee for the rest of the board.
6990148	6995373	Simply passing things along for us does not help me understand this better.
6995393	7002580	I'm probably a yes vote tonight, but I was a no vote until about an hour and a half ago.
7002640	7012170	And so I just, when you are putting together packets on complex questions for the board,
7012150	7016376	Given us reams of paper does not help us get to a better decision.
7017097	7029856	So that's something request for the two three ish committee chairs As you're putting together topics like this and that would be very helpful for me to make better Decisions.
7030437	7030697	Thanks.
7031018	7031719	Thank you director.
7031839	7034703	Okay any further comments or questions on the main motion?
7035765	7040892	Dr. Guzman, I would just like to mention that the Denver City Council unanimously
7041496	7047163	submitted a proclamation for RTD on May 19th, 2025.
7047263	7048845	It is in the director's emails.
7049506	7066086	It was sent over by city council that they wholeheartedly support the 2025, 2028 title six program to include the proposed updates to major service change, disparate impact and fair equity policies, as well as updates to RTD's public participation plan and language access plan, which we are voting on now.
7066808	7071073	and that the clerk and recorder of the city and county of Denver did affix the seal making it official.
7072275	7074017	I believe that that is necessary.
7074037	7092681	There's a whole proclamation, you can read through it, but former board director Lewis, sorry, we had two Lewises and I wanted to make sure I said it right, did work with city council member Serena Gutierrez Gonzalez and
7093285	7097534	The unanimity of that vote is remarkable from our city council.
7097634	7101081	So they stand behind this as well with us to move this forward.
7101101	7102063	Thank you.
7102083	7102905	Thank you, director.
7103687	7104388	Director Larson.
7106312	7107374	I'm going to be a no vote.
7107815	7109218	I think.
7109738	7113864	I think it's kind of like I said, we're constraining our freedom to operate.
7113924	7116928	We're spending a lot of energy and effort to track this.
7117308	7131007	And I know the intentions behind that are good, but I think just as a matter of principle, we shouldn't be sort of trying to over, or regulating ourselves more.
7131428	7134632	We should be thinking is, we have not,
7134612	7147170	There's not really a lot of evidence that we have disparately ever had any recent plans to expand service or decrease service in a way that
7147623	7152349	that causes a disparate impact on these populations.
7152770	7171133	And I honestly believe that if we focused 100% just on increasing ridership, which is what I think we should be doing, and not trying to expand our sort of purview about when, you know, when maybe we shouldn't increase ridership, I don't know if we really, if it's legitimate, we'll do it anyways.
7171467	7186633	I really think if we were focusing strictly on increasing ridership, we would actually, it would all be disparately impacted in favor of all the communities we're worried about just based on the way population is distributed in the area.
7187114	7196530	And I would like for us to kind of move towards a paradigm of focusing much, much more on increasing ridership across the board.
7196965	7202020	and less on finding possible reasons to not increase ridership.
7203163	7204146	So I'll be in no vote.
7204166	7205089	Thanks.
7205109	7205951	Thank you, Director Larson.
7206032	7206874	Secretary Nicholson.
7208491	7217099	So I sat through two committee meetings, a study session and a town hall all on this topic.
7217479	7228369	And I should say, expertly facilitated by our co-chairs and by our chair of finance and our staff.
7228649	7234294	And I feel like I just starting to get a decent understanding of it.
7234494	7238498	Like I came into this knowing nothing about this.
7238478	7258461	I was an absolute no when we first started and my public remarks, you know, made that very clear but I want to commend staff and our board leadership who were willing to indulge because I came to understand it.
7258863	7270864	I came to understand what it was for, I came to understand how it works, and I don't necessarily agree with all of it, and I think we could use more data in addition to those data we have now to determine this, but...
7271992	7273995	If we don't pass this, we lose federal funding.
7274316	7276479	So there's a good reason to pass it even if you don't like it.
7278021	7282789	But on top of that, I just think our staff did their jobs.
7283290	7288298	They have demonstrated to me this is the right thing to do despite my skepticism.
7288518	7290341	And so I'm definitely voting for it tonight.
7290982	7291723	Thank you.
7291743	7293105	Any further comments on the main motion?
7294503	7295205	Okay, seeing none.
7295225	7298011	We had Catlin as the mover and Guzman as the second.
7298532	7300497	There is indication that there will be no votes.
7300557	7302722	So I will be doing a roll call vote on this.
7304085	7304846	Uh, treasurer banker.
7304866	7306149	Uh, no.
7308034	7308695	Director Catlin.
7309597	7309818	Yes.
7312243	7313085	Dr. Geisinger.
7313555	7313835	Yes.
7314937	7315718	Dr. Gutierrez.
7316119	7316439	Yes.
7316960	7317621	Dr. Guzman.
7317821	7318062	Yes.
7318362	7319003	Dr. Harwick.
7319424	7319844	Yes.
7321166	7321847	Dr. Larson.
7322428	7322649	No.
7323249	7324051	Secretary Nicholson.
7324712	7324992	I'm in.
7326294	7327155	First Vice Chair O'Keeffe.
7328017	7328257	Yes.
7328657	7329439	Dr. Pagulari.
7331041	7331321	Yes.
7331962	7332603	Dr. Ruscha.
7332924	7334666	Yep.
7334747	7335748	Second Vice Chair Whitmore.
7335982	7336282	Yes.
7337043	7337905	I'm also, yes.
7338345	7344453	So the motion, the main motion will pass 11, two and two absent.
7345895	7346095	Yes.
7346416	7348258	That math adds up.
7348278	7348559	Okay.
7349079	7359773	Moving on, we're going to be moving to our next recommended action, which is the budget transfer articulated buses supporting Colfax bus rapid transit or BRT service.
7359873	7360775	Do I have a mover?
7361736	7362136	So moved.
7362176	7362597	Guzman.
7362644	7363726	I have Guzman as the mover.
7363746	7364447	Do I have a second?
7364567	7364848	Second.
7366550	7366711	Sir.
7367071	7367792	Yeah.
7367812	7368073	Oh, wait.
7368473	7369114	Well, I could be wrong.
7369134	7369455	I'm sorry.
7370256	7371238	I forgot we started late.
7371498	7372560	I thought we had our four hour mark.
7373041	7373562	Please ignore me.
7376546	7377087	Oh, sorry.
7377107	7378870	Guzman is the mover.
7378930	7380132	Whitmore is the second.
7383858	7384900	Any discussion on it?
7385881	7386863	Yeah, director Pagular.
7387231	7391818	I just wanted to say a few quick words about why I will not be voting for this.
7391858	7404438	I was not necessarily sure how this would further the clean energy and zero emission goals of the state of Colorado.
7404458	7409025	And therefore, we'll just be voting now.
7409085	7409425	Thank you.
7411949	7413431	Any further conversation?
7413472	7414453	Secretary Nicholson?
7415767	7419856	Yeah, so I understand where we're the importance of what we're doing here.
7421459	7430839	I think that these buses in particular, you know, in my religion, there's a thing why is this night different from all other nights why are these buses different from all other buses.
7432068	7436232	These are going to be the flagship of our flagship BRT line.
7437093	7443740	And if these suck, it will kill BRT.
7444280	7458555	And if they are not comfortable, if they are not just awesome in every way possible, you can make a lot of choices when you buy a bus about how nice it's going to be in the same way you can make a lot of choices about when you buy a car about how nice it's going to be.
7459215	7462058	And so I just want to lean in here
7462038	7484939	and I do have one question, to say that we need to pull the stops out, we need to make sure we're giving you enough money, GMCO Johnson, to make sure we're buying top of the line, to make sure that these are things that when they run through my district, people go, wow, I want to get on that, not, wow, that doesn't look very nice.
7485659	7492045	And so my question for you is, how do you know that the amount of money that we're authorizing today
7492025	7494128	is enough to get top of the line.
7494909	7505364	And how many bytes at the Apple are we going to get to make sure that you are buying the right buses for this incredibly important project?
7506565	7506746	Ms.
7506806	7509490	Johnson is 51 million enough to make them not suck.
7510671	7511232	Yeah.
7512308	7515090	So thank you very much, Mr. Chair.
7515731	7517733	And thank you for the question.
7518433	7519594	My apologies.
7519634	7520355	That was a good question.
7520575	7521336	Keep it in mind.
7521356	7525660	This is a budget transfer and full transparency.
7526180	7530724	Director Nicholson emailed me about this because I think there was some confusion about where we are.
7531045	7532626	There is yet to be a solicitation.
7532666	7534488	There's yet to be specifications.
7534888	7541674	So these monies that are being transferred or needed
7542076	7544399	for all intents and purposes so we can start a procurement.
7546841	7549845	Now, keeping in mind, there's a couple of elements.
7550185	7558355	These buses have to be dedicated because this is designated as a bus rapid transit project as defined by the Federal Transit Administration.
7558815	7564402	There's certain criteria that we have to ensure that we adhere to.
7564462	7571610	This will be a dedicated fleet just by virtue of the configuration of BRT with it being a center running platform.
7572097	7583033	So when you talk about it being top of the line, that's yet to be seen in reference to what we have before us because there's only two original equipment manufacturers in the United States.
7583093	7584635	There's only so many suppliers.
7584996	7593548	There are certain seeds and there is a national task force in which I sit where we're talking about doing away with customization because that increases prices.
7593798	7597842	I bet you don't know how many shades of white there is with new flier industries.
7598142	7598323	24.
7598623	7599684	How many?
7599704	7600285	24.
7600305	7601186	23.
7601446	7602927	I think I told you that earlier.
7603008	7613118	So the point of the matter is, as we talk about this, right, we're going to do our due diligence and we're going to ensure it's a competitive solicitation.
7613158	7620526	And we do understand the aspects because that's what separates bus rapid transit from general thick route service.
7621427	7621847	Thank you.
7622485	7624928	Secretary, I really appreciate it.
7625008	7629695	And I look forward to you coming back often to update us on how the purchase is going.
7632098	7632599	Yes.
7632619	7643594	Uh, director Griswold, just really quickly, uh, with regards to this, moving this money from the unrestricted fund is simply to begin the procurement process.
7644115	7647900	And although it's not part of the 2025 budget, we do need to get started on it.
7648501	7649202	Um, however,
7649452	7656600	I would suggest that as we go forward, these buses are meant to be purchased in finality by 2027 to begin this service.
7657241	7668754	And that is work that we will do to fully do on finance and planning to ensure that it is included in all necessary documents that come before this board for approval.
7669234	7672458	And I am certain that our new CFO is up to the task on that.
7672578	7678885	So rest assured, directors, we're not wantonly spending money, but we do need to authorize
7679422	7701987	this for the procurement of the buses at this point thank you thank you director any further discussion on this item all right there is a note oh no sounds good all right i was it was indicated there will be a no vote so i'll do a roll call vote again this is the budget transfer articulate articulated buses supporting coal fax vrt service uh treasure banker
7702473	7703414	Yes.
7703435	7704116	Dr. Catlin.
7704396	7704616	Yes.
7705498	7706219	Dr. Geisinger.
7706419	7706660	Yes.
7707140	7707901	Dr. Guciniter.
7708262	7708563	Yes.
7709003	7709604	Dr. Guzman.
7710085	7710325	Yes.
7710546	7711167	Dr. Harwick.
7711227	7711527	Yep.
7711848	7712529	Dr. Larsen.
7712689	7712989	Yes.
7713110	7713851	Dr. Nicholson.
7714392	7715594	Nicholson Gauper.
7717356	7717577	What?
7718077	7718498	Sorry.
7718518	7719660	That was a bad internet wreck.
7719680	7719940	Yes.
7721142	7721963	Nicholson is a yes.
7722044	7722945	Director O'Keefe.
7725355	7726756	Director Roqueeth is a yes.
7727217	7728078	Director Pagulari.
7728238	7728478	No.
7728958	7730039	Director Pagulari is a no.
7730099	7730780	Director Arusha.
7731000	7731921	Yes.
7731941	7732582	Director Whitmore.
7733663	7733883	Yes.
7734524	7735745	OK.
7735765	7738768	So that passes 12, 1, and 2.
7739668	7739969	All right.
7740009	7740669	Thank you, folks.
7740709	7741750	So we have one.
7742171	7743472	Chair Buke, could you remind us?
7743772	7748577	Over here, we missed who the mover and the seconder were on that.
7748957	7749938	I had Guzman and Whitmore.
7750278	7750459	OK.
7750539	7750839	Thank you.
7751540	7751920	Thank you.
7752743	7753624	Um, okay.
7753644	7753985	Excellent.
7754265	7755787	Uh, thank you all again for your patience.
7755807	7761734	We do have one more item and that is the equitable transit oriented development policy amendment.
7763096	7778194	So for the board of directors to approve the amendment to resolution number two series of 2021, which created the equal transit oriented development policy that permits and encourages the development of affordable housing on RTD real property in order to include guidelines for disposing
7778461	7782527	of RTD real property, below fair market value or rent.
7782887	7783548	Do we have a motion?
7783749	7784490	So moved, Guzman.
7784690	7785471	Guzman's the mover.
7785491	7786092	Do we have a second?
7786613	7787755	I have Harwick as a second.
7789697	7794985	I do understand that on this item, we have some proposed amendments from Director Nicholson and Director Ruscha.
7795926	7799772	Since Director Nicholson's amendment was circulated to the board first, we will start there.
7800393	7803237	Director Nicholson, please now make your motion to amend.
7803824	7817993	Yes, I'd like to move to amend the etod policy and I'm hoping that GMC GMC that Mr. Crawl can put up those that language on the screen.
7818954	7819395	It's there.
7820037	7820217	Right.
7821920	7822221	May I.
7823618	7826363	Uh, would you like to read the motion and then we'll get a second.
7826524	7826884	Thank you.
7826924	7827445	Yeah.
7827466	7841593	So, uh, move to amend the policy, uh, such that section five of the equitable transit oriented development policy regarding negotiated land price be updated as follows to raise the maximum negotiated land price discount to 75% from 50%.
