start	end	speaker	text	keep
4934.129	4952.606		Relative to the comments that were made, and thank you very much, Director Catlin, as it relates to the transit agencies that were mentioned being part of the Metropolitan Atlanta Rapid Transit Authority, Los Angeles County Metropolitan Transit Authority, King County Metro, which is in Greater Seattle and then Chicago Transit Authority.	
4954.388	4959.192		That information, especially coming from LA Metro as the former Chief Operations Officer there,	
4959.661	4963.024		 This is not correct relative to where we sit.	
4963.485	4970.932		And more specifically, I do know our director of civil rights when we were going through this quite naturally in the role that he is in.	
4970.993	4976.018		He and his team did a desk audit and worked with colleagues at different transit agencies.	
4976.038	4981.363		So that's the communique that I did disseminate yesterday upon receiving this information.	
4981.603	4986.208		So Mr. Green, if you want to just expound succinctly and briefly.	
4986.661	4992.248		 Yes, thank you so much, General Manager and CEO Johnson, to expand upon the response.	
4992.288	5001.74		I just also want to ground us in first state that it is our collective responsibility to make federally compliant and equitable decisions, especially as it relates to service changes.	
5002.381	5009.53		And in doing that audit, we looked at 22, rather 23 different organizations, which includes the four.	
5009.51	5013.695		 Marta, LA Metro, King County, and the Chicago Transit Authority.	
5014.235	5025.428		And I would say the way to look at the disparate impact or disproportionate burden, the framing of it is how sensitive or less sensitive versus more sensitive, right?	
5025.629	5027.571		And ours is stacked in the middle.	
5027.611	5029.533		So I want to give you some numbers here.	
5030.294	5032.817		So for the four that I just mentioned,	
5033.911	5042.602		 Marta has 10%, LA Metro has 5%, King County has 10%, CTA or Chicago Transit Authority has 15%.	
5043.623	5054.637		And then when we rack and stack, look at those 22 different organizations, six out of that 23 have 5% or less, two have 8%,	
5054.971	5063.929		 six, which includes us, or seven, including us, is at 10%, three at 15%, and then three at 20%.	
5064.15	5070.803		And in my over eight years of doing this work, and I'll just say that	
5070.783	5082.882		 When you are setting your policy, you don't want to do a disservice to the spirit and the letter of what we're ultimately trying to achieve, specifically with Title VI.	
5083.463	5089.112		Title VI is not a stopping mechanism of bringing back or restoring service.	
5089.818	5097.146		 There are a lot of different variables, as I mentioned before, with respect to our service development guidelines, our operators resources, so on and so forth.	
5097.666	5109.138		This is just a mechanism for the agency, such as RTD and the board of directors, so we don't get too far over our skis without discounting populations that are more likely to be transit reliant.	
5109.158	5117.327		So again, it's not a stopping mechanism, but this is just more so to make sure that we are taking into consideration all of our customers.	
5119.349	5121.713		 I've director Ruchin next.	
5126.58	5131.227		Um, I did have a question, but I also, um, treasure banker had her hand up and it was her motion.	
5131.327	5133.611		So I'm happy to, to wait if that was in response.	
5134.392	5134.973		Treasure banker.	
5136.335	5142.264		Um, I, I feel that we are in an extremely unique situation because of the pandemic.	
5143.225	5146.47		So how can we restore	
5147.75	5152.399		 let's say 40% of the service that had been cut several years ago.	
5152.84	5160.654		How can we get back to 2019 when my district, other districts had that service?	
5161.536	5164.662		And so now we're being told	
5164.642	5173.772		 that we can't get that service back because of this conservative calculation that we're doing, but we used to have it.	
5174.934	5182.062		And so how do we get from where we are now to bringing service back to pre-pandemic levels?	
5183.403	5183.564		Ms.	
5183.584	5183.964		Johnson.	
5184.264	5185.886		Yes, thank you very much, Director Banker.	
5185.926	5187.508		That question is better suited for me.	
5187.548	5191.813		Relative to the service delivery framework that we have,	
5192.097	5210.798		 While Title VI plays a role relative to major service changes as we talk about how we deploy service is based upon a myriad of different factors relative to our revenue service hours, but more specifically at how we use our comprehensive operational analysis specifically as we talk about the SOP.	
5211.439	5217.666		When I came into this organization, it was decided that we were going to look at 85% of what service levels were.	
5218.321	5220.785		 85% of what service levels were in 2019.	
5221.546	5230.721		We were in a different time relative to the commuting patterns, relative to how people were working going forward.	
5231.783	5236.971		What I will share is that we are being very diligent and judicious	
5237.39	5241.798		 and how we're applying service because we do want to ensure there's equity.	
5241.838	5248.37		I'm going to speak a little bit out of school here because I shared this with you yesterday, but I'll say it in this context as well.	
5248.811	5259.33		As we talk about Longmont and we talk about service, we are looking at that for the fall service change.	
5259.665	5282.415		 That is up to the board quite naturally, but I did want to put that forward because with the restoration of service keeping in mind that all transit agencies across, you know, the US were in these precarious positions and the Federal Transit Administration more or less provided waivers, waivers from the sense of how we were decreasing service due to the fact that we didn't have enough people power.	
5283.138	5288.485		 Also, we currently are still working under a waiver as it relates to our spare ratio.	
5288.585	5298.579		What I mean by that is when you deploy service in the mornings and the afternoons with the peak, you have a certain pullout rate and you're only supposed to have a 20% spare ratio.	
5298.92	5306.25		We've deviated from that and have a waiver and we're right sizing the fleet as we move forward.	
5306.29	5312.318		So while you're bringing up these points, as you indicated, we are in uncharted territory or were.	
5312.5	5313.942		 And we're coming back from that.	
5314.924	5327.185		We are looking at where there are needs relative to the entire area from an origin and destination vantage point just by virtue of how our service area is going forward.	
5327.686	5331.032		So I'm not providing this to say I don't.	
5331.012	5333.254		 understand what you're trying to do.	
5333.275	5338.961		And as I share it with you, I do clearly and we want to work within the frameworks that we have.	
5339.602	5345.428		But a whole cell of restoration of what was happening in 2019, that wouldn't be fiscally responsible.	
5345.508	5353.577		And I say it from the vantage point of, we had a lot of service that was out on the street, maybe that yielded one passenger boarding per hour.	
5354.03	5355.552		 but that was out on the street.	
5355.852	5359.316		Does that really yield the return on investment going forward?	
5359.416	5366.965		Hence, that's why there were modifications relative to reallocation of services going forward.	
5367.386	5368.847		Okay, but if I can.	
5368.988	5370.93		Treasure, yeah.	
5371.01	5375.015		Some of the issues that you just raised are important.	
5375.195	5375.816		There's no doubt.	
5376.156	5380.421		However, I don't believe it goes to the equity calculation.	
5382.884	5383.024		I	
5385.08	5400.76		 What I think is important to to hear from staff and I know we're going to be talking about this in our retreat, which is I'm looking forward to that is if it's possible for us to go back to over 100 million riders in three years.	
5401.432	5420.994		 what barriers are we facing to try to do that so that we can go from 65 million to 100, 106, 110, and start quickly, or not quickly, but faster than what we're doing now to get back up to higher service levels.	
5422.957	5423.117		Ms.	
5423.157	5423.497		Johnson.	
5423.778	5424.178		Thank you.	
5424.198	5427.642		There's a couple of external factors that play into that.	
5427.993	5434.926		 quite naturally when we look at the central business district and the occupancy rate and the lack of people commuting in.	
5435.427	5447.309		It's important to keep in mind that there was, I'm forgetting the name, but the city and county of Denver did the report relative to the usage rate in looking at the occupancy levels.	
5447.57	5451.537		But more specifically, what's important to note is that	
5451.517	5456.726		 there hasn't been the level of bounce back relative to this central business district.	
5457.949	5468.388		I believe the last time I looked at stats, city and county at Denver was in the bottom three out of out of 50 major cities.	
5468.828	5472.495		And then as we know, the state of Colorado is the number	
5474.078	5478.923		 is the third state relative to remote work and then City of Boulder is number one.	
5479.344	5487.092		While I factor that in, we don't have the same operating environment that we did in 2019 or prior to the pandemic.	
5487.452	5496.882		How do we get back to the transit usage that we had before?	
5497.563	5501.487		I think there's so many extenuating factors going forward	
5501.838	5525.374		 relative to how we're delivering the service, but also having the vehicle capacity, the people power, and the reliability aspect, which bring us full circle to state of good repair and the other aspects that have caused people to shy away from utilizing our network because we were sacrificing one element for something else relative to delivery.	
5525.894	5528.959		And I bring that up because as we talk about the people power,	
5529.26	5553.588		 we clearly saw that our operating workforce was decreasing in 2016 as it was across the country, but more specifically, having other ancillary services that were readily available where people whereby were working extra shifts and then we didn't have enough people for daily pullout on those other routes.	
5554.009	5557.613		And so I'm providing that context to say	
5557.93	5577.93		 to get back, there are certain things that the agency can surely do, but to get back to those numbers within the period of time that you specify would be very challenging just because of the different operating characteristics that have been altered by factors that are no fault of this agency's.	
5580.02	5580.44		 Thanks, sir.	
5580.48	5583.864		So I have a question for legal.	
5585.285	5595.475		So recognizing this has to be submitted shortly, I want to be careful of my words.	
5597.297	5608.187		Can we make significant changes at this juncture after all of the public comment process or	
5608.741	5613.908		 Is that something that we, I guess, I don't know if it's a yes, no, or a gray area.	
5613.988	5616.131		And I wanted to get a bit of feedback on that.	
5616.591	5621.217		Now, to disparage the motion, I just also want to understand the potential legal implications.	
5626.324	5628.687		I will address that question.	
5629.228	5631.891		And then I'll ask Mr. Green to expound.	
5631.991	5635.035		I think if anything, as we talk about public engagement,	
5635.606	5659.386		 and talk about the agencies, the perception of the agency being trustworthy, going forward and getting public engagement quite naturally and then not leveraging it for the betterment of the constituencies that we serve, I think pose a risk as it relates to the agency in reference of public perception.	
5659.855	5665.784		 There is leeway relative to the circular in light of what can be done.	
5665.864	5678.945		We are sitting here on May 28th, recognizing that we have a new administration and that we do need to have a Title VI program that's submitted and we have been engaged on this topic since January.	
5679.406	5682.03		That's not to negate any amendments or anything like that.	
5682.11	5684.614		I am just trying to answer the question.	
5684.797	5691.965		 But more specifically, Mr. Green, since you are very well-versed in 4702.1B, I would yield the floor to you.	
5692.025	5696.069		And that's the citation for the FTA circular that we're talking about.	
5696.509	5696.69		Yes.	
5696.75	5698.872		Thank you so much, GM CEO Johnson.	
5698.932	5700.133		You.	
5704.538	5706.94		Apology, the positive microphone.	
5707.221	5707.521		Yes.	
5707.881	5708.322		Apologies.	
5708.382	5712.306		But to piggyback off what GM CEO Johnson has noted,	
5713.332	5720.373		 That is, I would couch that as the bigger risk is when we think about establishing policy, right?	
5720.433	5725.047		As it relates to 4702.1B, the FTA Title VI circular.	
5725.432	5734.847		 it does call upon the agency to do a lot of outreach and public involvement to ensure that we are collecting that feedback to inform decisions.	
5735.408	5748.79		So at the ground level, if we think about public involvement in Title VI, it's part and parcel of what the Title VI program stands for, ensuring that folks in the community are able to inform the decision, such as the policy.	
5749.495	5753.62		 So, but with respect to the circular, we can, i.e.	
5753.94	5757.885		the board of directors could adopt a different threshold.	
5757.905	5771.001		So for example, the one that director banker has put forth, although we received a lot of feedback indicating the 25% threshold and 36 month cumulative change, et cetera, all that's packaged in within the proposed update.	
5771.761	5779.03		There is an exception to that within the circular where it states where the board is ultimately approving the policy.	
5780.917	5781.318		 Thank you.	
5782.179	5786.085		Director Gysinger and then Director Larson.	
5789.69	5791.212		Director Larson and then Harwick.	
5793.395	5793.816		Thank you.	
5795.378	5810.4		I guess my question is, I looked through a lot of the Title VI updates that were for service changes, this Title VI analysis that were in the	
5810.583	5833.095		 the board packet, and it seemed like most of the time we, you know, sometimes there was a little bit of disparate impact on one route or the other, but mostly it sort of ended up that in the aggregate there wasn't really much, and there were legitimate justifications for what there was on an individual basis.	
5833.896	5838.042		I guess my, you know, my basic question is with	
5838.393	5846.48		 with regard to this update and the changes that we're proposing, are we just, I mean, is there really a problem here?	
5846.5	5848.682		Are we just making this harder for ourselves?	
5848.742	5859.872		Because it doesn't seem like we're trying to generally start out making service changes with an intention of causing disparate impact one place or the other.	
5859.933	5863.716		We make them, I guess, for a variety of reasons.	
5864.677	5868.18		And on balance, they don't really seem to	
5868.785	5881.669		 under our current setup, you know, ever, ever sort of look like they were, you know, there were somehow some, you know, bad intent or just inattention to who we're serving.	
5881.729	5887.84		It seems like we do a lot of analysis and then basically do what we would have done anyways.	
5888.208	5908.974		 Why put sort of a greater burden, sort of regulate ourselves more than we have to, and why not just give us the freedom to operate as we would as much as we can, given that we don't, you know, it doesn't necessarily seem like it's been a problem for a long time, at least from what I could see.	
5909.014	5917.405		I mean, there weren't that many Title VI complaints that I could, that I, in the information that was provided.	
5917.874	5918.256		 I don't know.	
5919.442	5922.537		My basic question is why would we make things harder for ourselves?	
5922.898	5923.14		Thanks.	
5924.908	5925.793		Thank you, Ms.	
5925.833	5926.315		Johnson.	
5927.78	5928.401		 Thank you very much.	
5928.461	5945.298		The one thing I would share Director Larson, as we look at the modification that's been put forward for your consideration, like a 36 month period, as we're adding back service, there could be unforeseen consequences as we do them in a segmented fashion.	
5945.618	5955.188		And so that's one element as a whole, because if we're making modifications going forward, there could be an adverse impact.	
5955.488	5957.911		 And so that's what I would showcase there.	
5958.692	5970.728		Keeping in mind to the point that you raised, when we talk about the aspect of DIDB, it's what can we do as an agency to help mitigate that to your point going forward.	
5970.949	5980.301		But it's just to ensure that we have a program whereby we are not causing undue harm to certain population segments.	
5982.764	5983.285		Director Larson.	
5985.307	5993.215		 But it just seems like when I was reading the documents that there, we, there's always a legitimate to justification for, for everything we want to do.	
5993.235	6001.124		Or we, you know, it's always, there's always this, we'll have a disparate impact, but we have a legitimate justification for, for doing this.	
6001.204	6002.425		So we're, we're just going to do it.	
6002.966	6011.955		I mean, how many times, how many times in the last however many years has it been that we did this analysis, we looked at all the service changes we wanted to do.	
6012.323	6016.77		 And we were like, okay, no, we're not going to do this list of service changes.	
6016.81	6023.039		We're going to, you know, cross out these ones because the aggregate impact is too much.	
6023.64	6025.843		I mean, is it, is it, is that happened?	
6026.043	6032.733		I just didn't, from what I read in the packet, I didn't, I don't know if I caught everything, but it didn't seem like there were a lot of those.	
6032.994	6041.807		Or is this happening kind of at an earlier stage where when Bob in service says, let's just send a bunch of buses to Cherry Hills Village, somebody says, no, no.	
6042.04	6046.365		 That's not going to work out before it even gets to this point.	
6047.566	6047.847		You know?	
6050.269	6050.75		I'm sorry.	
6051.491	6052.492		Thank you for the question.	
6052.532	6053.613		It's for me.	
6053.753	6059.179		I've only been here for five years and I came in the height of the pandemic and we've been adding back service and not.	
6059.56	6069.651		So that's difficult for me to answer just because we have not been in a situation whereby	
6070.357	6071.459		 It's been the opposite.	
6072.12	6074.403		Carl, do you have anything to add?	
6075.004	6075.405		Yeah.	
6075.425	6076.927		I would just highlight chair bouquet.	
6076.947	6094.153		If I may, since January 2023, there was about 270 service change recommendations that have been implemented and roughly 26, 24, 26 of those 276 were considered major service changes.	
6094.657	6101.608		 And out of that 26 to director Larson's point, there has been 13 potential disparate impacts.	
6102.449	6106.555		And to your point, there was a substantial legitimate justification.	
6106.575	6116.631		And going it's, I wouldn't necessarily couch it as an exercise, but I would say we were the transit equity office within within the civil rights division.	
6116.881	6121.415		 works hand in glove with Jesse Carter and his team service development.	
6122.177	6129.861		And as we are having those conversations after the service change recommendation are put forth and we analyze it if there is a potential disparate impact.	
6130.212	6135.922		 More often than not, to your point, and to my earlier, earlier point, that Title VI is not a stopping mechanism.	
6136.443	6147.202		And I wouldn't necessarily state that it's burdensome because it's one of our responsibilities to make sure that we are equitably distributing services across our service area.	
6147.863	6155.376		But more often not, there is a legitimate justification to put forth the service recommendation as it is presented to the board.	
6158.073	6158.474		 Thank you.	
6159.576	6159.837		Director.	
6162.021	6162.121		Okay.	
6162.142	6168.515		Uh, I had director Harwick and just as a reminder, we're currently in discussion regarding this first motion.	
6168.595	6173.044		Just want to make sure that, um, first amendment, excuse me, first amendment.	
6173.064	6176.572		So make sure, uh, comments are around that.	
6177.033	6177.634		Director Harwick.	
6179.369	6190.03		 Mine will be comments about this, but also moving forward as well, because I am in support of this, this title six, not, not the amendment, just as just a straight title six.	
6190.05	6195.741		Um, you know, I, I don't think moving, uh, from, from 10 or from.	
6195.721	6201.028		 from 10% to 20% is going to increase ridership.	
6201.248	6211.441		I think that right now it allows our staff the ability to really center equity and effectively protect our communities.	
6211.521	6218.269		And while I get that Broomfield feels like they want more service, I don't think this is going to get it there.	
6218.907	6223.928		 I think this is the 11th hour and I think that it's really imperative that our staff has worked extremely hard on this.	
6223.948	6229.39		They've had to jump through a whole variety of hoops.	
6230.095	6255.293		 bunch of different board members and I think that we're here, they've done an incredible job and I think that this is, they are the subject matter experts and it's our opportunity here to put our trust in them, our belief in them and I think that we owe them that and we have been talking about this since January so we're well into four months and I think that it is key that we support this	
6255.273	6264.211		 Title six as is and we allow them to move forward and we allow them to start you know handing us off to the feds and we can move forward and That's where I'm at.	
6264.331	6264.612		Thank you.	
6264.972	6274.952		Thank you director any further conversation on this amendment Secretary Nicholson So this is for our deputy general counsel	
6275.388	6287.544		 If we were to pass this tonight, what's the legal risk to the agency when it comes to our federal Title VI approval as a result of this change?	
6287.704	6300.101		Like, is this gonna have any, would this have any legal repercussions or could we just, do we feel pretty comfortable that we could do this and not have the federal government take issue with it?	
6301.482	6303.385		In regards to the amendment secretary?	
6303.405	6303.505		Yeah.	
6306.91	6307.491		 deputy counsel.	
6311.415	6311.755		There we go.	
6311.775	6312.255		Excuse me.	
6312.816	6314.177		Uh, thank you, director Nicholson.	
6314.738	6316.019		Um, I, I don't have concerns.	
6318.922	6319.323		Secretary.	
6321.165	6321.725		That is all.	
6322.806	6323.907		Uh, yeah, treasure banker.	
6325.389	6333.357		Um, here is where I do not understand in 2019.	
6335.716	6337.201		 We had the service.	
6338.506	6342.902		My area, my district as many others have grown.	
6342.962	6346.013		There's no	
6347.208	6355.277		 For example, the town of Erie, just a few years ago was 20,000, now it's 40,000, like two, three years later.	
6355.297	6363.345		And when I met with Erie, they said, hey, we're planning going to 80,000 in just the next couple of years.	
6364.086	6374.717		I also read in the Denver Post that the town of Erie is the 15th fastest city in the country in terms of population growth.	
6375.727	6391.322		 So my question is, is if we had the service prior to the pandemic and it was serving all of these communities, why is it so difficult to get that restored?	
6395.466	6396.086		Just Johnson.	
6399.77	6402.392		So thank you, Director Banker.	
6404.667	6424.808		 This, what I'm going to say goes back to the previous comments that I had before, recognizing that RTD is a regional service and the way the service was outlined for all intents and purposes was bringing individuals into the central business district.	
6427.27	6432.936		That level of ridership isn't there and that's not to negate that there	
6433.844	6439.258		 is some elements centered on a need to move people to and fro.	
6439.318	6443.047		Hence, that's why there was the advent of the partnership program.	
6443.388	6450.486		And one of the reasons why Erie basically wanted to join the district because they were looking to put forward an application	
6450.837	6476.018		 for the partnership program, and I know you're just using that as an example, but just wanted to further iterate that because for all intents and purposes, as we're looking to provide mobility options, the intent behind the partnership program was more or less like a pilot in the sense that let's see how many people are utilizing this means of connection	
6476.656	6488.651		 prior to putting out a 40 foot or a 60 foot Arctic that costs more money per revenue hour and doesn't yield the same return on investment relative to the cost per boarding.	
6490.253	6493.037		Does that help or did I complicated more?	
6493.077	6496.661		Okay.	
6496.682	6497.082		Thank you.	
6497.222	6499.105		Director Guzman and then Director Geisinger.	
6499.846	6503.791		So I would urge us to cleanly pass this through tonight.	
6504.191	6506.494		I'm getting back to the motion before us.	
6506.997	6519.312		 I would like to ask one question, which is the 10 to 20% is still not going to prevent us from adding services.	
6520.293	6535.232		It is simply a filter through which to look, if I understand this correctly, that we are not unintentionally harming community with protected status under the Title VI legislation,	
6535.634	6542.843		 or those that might be disproportionately burdened or impacted by their financial and economic status within the region.	
6543.964	6556.219		The only purpose we need to pass this is because it is due, because it is the law, and it is how we ensure that we are able to receive our federal funding, which is approximately 25% of our total budget.	
6557.4	6560.764		So I just want to make sure I understand.	
6560.98	6565.827		 what has been presented here does not tell the board no, we cannot provide transit service.	
6566.608	6586.195		It is simply a way to look at it and say we may have an issue if it reaches a certain threshold that we need to be aware of in order to be able to approve changes in service, fair changes or other changes that would create a potential burden on specific	
6587.137	6590.501		 communities as defined within the Title VI language.	
6590.701	6595.027		Is that correct or am I completely lost in this conversation?	
6596.849	6597.59		Chair, are we okay for me?	
6597.97	6599.031		Absolutely, Mr. Green.	
6599.051	6603.136		If I'm tracking Director Guzman, I'll try to answer the question from what I hear.	
6603.196	6605.88		And if you have any double back, then I'll respond to it.	
6606.5	6612.047		So the current 10%, so if we think about different thresholds for DIDB,	
6612.77	6641.983		 And we are in, based off the desk audit, we're in the middle tier of having a threshold that allows us as an agency, which ultimately each service equity analysis is approved by the board of directors, where it allows us, again, to your point, when we're thinking about BIPOC or Black Indigenous people of color, for disparate impact or loan communities, for disproportionate burden, it allows us to make a well-informed, eyes-wide open decision	
6642.402	6646.948		 of better understanding of who's more likely to receive more of the impact.	
6647.469	6656.02		And when we're thinking about service increases, we're thinking about the fair share of benefits, where if there is a service reduction, we're looking at who's more likely to receive more of the burden.	
6656.54	6666.173		So to your point, Director Guzman, it allows us to just get a better understanding of the level of impact that we can have on a particular community.	
6666.594	6669.237		It does not prevent us from moving forward.	
6671.191	6671.612		 Thank you.	
6671.632	6678.953		I would just urge a no vote and let's move on to the policy.	
6679.856	6680.317		All right.	
6681.139	6685.993		Dr. Geisinger, I'm going to have you as our final comment on this specific amendment.	
6686.227	6687.389		 I'll be super quick.	
6687.409	6693.637		At that last explanation that Mr. Green gave helped me in terms of just giving us a better holistic view.	
6693.657	6701.487		But I shared Director Larson's sort of view of are we just making this harder for ourselves, creating more work?	
6703.23	6704.051		Is that not right?	
6705.593	6706.534		Mr. Green?	
6706.554	6708.276		Yeah, that's a great follow up question.	
6708.296	6709.618		I would say it	
6710.847	6738.711		 I wouldn't say it's making it harder because when we think about what we're ultimately trying to achieve and a percentage that's mathematically consistent relative to the populations that we serve, so in doing this work, given my background, right, in doing an assessment of whether if we, and that's why we didn't want to make any modifications of increasing or decreasing the major service change, we just wanted to keep it consistent, is	
6738.978	6750.132		 with doing this work, or even doing an analysis of previous run boards or equity analyses, 20% is something where you wouldn't see anything.	
6751.393	6762.066		And that's a disservice when we think about our populations within our service area, specifically as we look at our census data where 38.1% is BIPOC, 13.1%.	
6762.653	6765.596		 or 14.1 rather for low income, right?	
6765.716	6769.96		And then if we look at the onboard survey, 56% are considered BIPOC.	
6770.981	6791.8		And so I say all that to say, just to wrap it up, is that 10% threshold for DINDB allows us to make an informed decision that is backed by not only our desk audit, but the years of experience and knowing, having a better understanding of ultimately what we're trying to achieve.	
6794.345	6794.765		 Thank you.	
6795.086	6795.406		Thank you.	
6795.927	6797.628		All right, let's do a roll call vote.	
6797.648	6807.759		As a reminder, it is the First Amendment being introduced, as you all can see on that screen, with Director Banker as the mover and Director Pagulieri as the second.	
6807.859	6810.541		Again, we're voting on this First Amendment.	
6811.342	6811.923		Treasure Banker.	
6812.784	6813.004		Yes.	
6813.825	6814.926		Director Buzik is gone.	
6814.966	6816.387		Director Katlin.	
6818.009	6819.03		No.	
6819.05	6820.271		Director Geisinger.	
6822.874	6822.934		No.	
6824.348	6824.729		 Director.	
6824.849	6825.169		No.	
6825.189	6825.329		No.	
6826.051	6827.092		No.	
6827.112	6827.332		No.	
6827.413	6827.753		No.	
6828.174	6828.935		No.	
6828.955	6829.135		No.	
6829.656	6829.856		No.	
6830.637	6830.838		No.	
6831.138	6831.258		No.	
6831.999	6832.22		No.	
6833.321	6833.562		No.	
6833.622	6837.628		No.	
6841.073	6842.916		No.	
6844.458	6847.302		No.	
6848.344	6850.507		No.	
6850.708	6850.848		No.	
6851.389	6851.689		No.	
6854.048	6855.471		 I mean, yes, but the motion will fail.	
6856.953	6860.099		And we have three to 10.	
6861.342	6862.965		Okay.	
6862.985	6863.466		Moving on.	
6863.726	6864.307		Yes, Director.	
6864.347	6866.491		I would like to withdraw the next two amendments.	
6866.912	6867.614		Next two amendments.	
6867.754	6867.954		Yes.	
6868.635	6869.617		Okay.	
6869.637	6872.142		The next two amendments have been withdrawn.	
6873.522	6875.067		 Okay, they were never introduced.	
6875.107	6881.829		So they're not really with John, but now you would return back to the debate on the main motion, which is to approve the title six program update.	
6882.251	6882.632		Excellent.	
6883.174	6884.418		Back to the main motion at hand.	
6885.0	6885.642		Director Keith.	
6887.174	6894.424		 So I contemplated a no vote out of principle on this action.	
6894.484	6897.207		There's a few things going on.	
6897.247	6900.412		First of all, it should never get to the last minute.	
6900.932	6906.099		The board should never be asked to pass things because it's due in two days.	
6906.42	6912.608		And I know there's a lot of things that go into the delay, but that's just not the right	
6913.077	6919.51		 That's not the right urgency to place on the board act.	
6919.81	6926.884		Secondly, I don't know very much about this topic and I have sat in on two operations committee meetings.	
6928.327	6929.55		I've talked to a bunch of people.	
6929.61	6932.335		I've done my own research.	
6932.315	6937.602		 And I still am looking for a succinct description of the program.	
6937.642	6943.23		I would note that there was a wonderful book written by Robert Carrow.	
6943.25	6944.372		It's called The Power Broker.	
6944.612	6946.855		I'm sure a lot of people in this room know it.	
6947.596	6954.205		Talks a lot about bad policy decisions on disadvantaged communities.	
6954.185	6962.324		 and how those decisions were made and the harmful outcome of those decisions.	
6963.767	6968.278		It is 15 pages shorter than our packet tonight.	
6968.731	6978.289		 He won the Pulitzer Prize for a 1200 page treatise on impact by public infrastructure.	
6978.309	6985.423		I would request that when we're passing along documents as part of a packet,	
6985.403	6990.088		 it needs to have a point and it should be summarized from the committee for the rest of the board.	
6990.148	6995.373		Simply passing things along for us does not help me understand this better.	
6995.393	7002.58		I'm probably a yes vote tonight, but I was a no vote until about an hour and a half ago.	
7002.64	7012.17		And so I just, when you are putting together packets on complex questions for the board,	
7012.15	7016.376		 Given us reams of paper does not help us get to a better decision.	
7017.097	7029.856		So that's something request for the two three ish committee chairs As you're putting together topics like this and that would be very helpful for me to make better Decisions.	
7030.437	7030.697		Thanks.	
7031.018	7031.719		Thank you director.	
7031.839	7034.703		Okay any further comments or questions on the main motion?	
7035.765	7040.892		Dr. Guzman, I would just like to mention that the Denver City Council unanimously	
7041.496	7047.163		 submitted a proclamation for RTD on May 19th, 2025.	
7047.263	7048.845		It is in the director's emails.	
7049.506	7066.086		It was sent over by city council that they wholeheartedly support the 2025, 2028 title six program to include the proposed updates to major service change, disparate impact and fair equity policies, as well as updates to RTD's public participation plan and language access plan, which we are voting on now.	
7066.808	7071.073		 and that the clerk and recorder of the city and county of Denver did affix the seal making it official.	
7072.275	7074.017		I believe that that is necessary.	
7074.037	7092.681		There's a whole proclamation, you can read through it, but former board director Lewis, sorry, we had two Lewises and I wanted to make sure I said it right, did work with city council member Serena Gutierrez Gonzalez and	
7093.285	7097.534		 The unanimity of that vote is remarkable from our city council.	
7097.634	7101.081		So they stand behind this as well with us to move this forward.	
7101.101	7102.063		Thank you.	
7102.083	7102.905		Thank you, director.	
7103.687	7104.388		Director Larson.	
7106.312	7107.374		I'm going to be a no vote.	
7107.815	7109.218		I think.	
7109.738	7113.864		 I think it's kind of like I said, we're constraining our freedom to operate.	
7113.924	7116.928		We're spending a lot of energy and effort to track this.	
7117.308	7131.007		And I know the intentions behind that are good, but I think just as a matter of principle, we shouldn't be sort of trying to over, or regulating ourselves more.	
7131.428	7134.632		We should be thinking is, we have not,	
7134.612	7147.17		 There's not really a lot of evidence that we have disparately ever had any recent plans to expand service or decrease service in a way that	
7147.623	7152.349		 that causes a disparate impact on these populations.	
7152.77	7171.133		And I honestly believe that if we focused 100% just on increasing ridership, which is what I think we should be doing, and not trying to expand our sort of purview about when, you know, when maybe we shouldn't increase ridership, I don't know if we really, if it's legitimate, we'll do it anyways.	
7171.467	7186.633		 I really think if we were focusing strictly on increasing ridership, we would actually, it would all be disparately impacted in favor of all the communities we're worried about just based on the way population is distributed in the area.	
7187.114	7196.53		And I would like for us to kind of move towards a paradigm of focusing much, much more on increasing ridership across the board.	
7196.965	7202.02		 and less on finding possible reasons to not increase ridership.	
7203.163	7204.146		So I'll be in no vote.	
7204.166	7205.089		Thanks.	
7205.109	7205.951		Thank you, Director Larson.	
7206.032	7206.874		Secretary Nicholson.	
7208.491	7217.099		 So I sat through two committee meetings, a study session and a town hall all on this topic.	
7217.479	7228.369		And I should say, expertly facilitated by our co-chairs and by our chair of finance and our staff.	
7228.649	7234.294		And I feel like I just starting to get a decent understanding of it.	
7234.494	7238.498		Like I came into this knowing nothing about this.	
7238.478	7258.461		 I was an absolute no when we first started and my public remarks, you know, made that very clear but I want to commend staff and our board leadership who were willing to indulge because I came to understand it.	
7258.863	7270.864		 I came to understand what it was for, I came to understand how it works, and I don't necessarily agree with all of it, and I think we could use more data in addition to those data we have now to determine this, but...	
7271.992	7273.995		 If we don't pass this, we lose federal funding.	
7274.316	7276.479		So there's a good reason to pass it even if you don't like it.	
7278.021	7282.789		But on top of that, I just think our staff did their jobs.	
7283.29	7288.298		They have demonstrated to me this is the right thing to do despite my skepticism.	
7288.518	7290.341		And so I'm definitely voting for it tonight.	
7290.982	7291.723		Thank you.	
7291.743	7293.105		Any further comments on the main motion?	
7294.503	7295.205		 Okay, seeing none.	
7295.225	7298.011		We had Catlin as the mover and Guzman as the second.	
7298.532	7300.497		There is indication that there will be no votes.	
7300.557	7302.722		So I will be doing a roll call vote on this.	
7304.085	7304.846		Uh, treasurer banker.	
